id_proyecto,titulo,precio_texto,precio_valor,tipo_moneda,ubicacion,caracteristicas,link,fecha_scraping
MLC-1485604695,,UF 4.750,4750.0,UF,"Enrique Mac Iver 225, Oficina 403, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",2 baños|80 m² útiles,https://www.portalinmobiliario.com/MLC-1485604695-vendo-elegante-oficina-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:39.529893
MLC-1537206225,,$ 90.000.000,90000000.0,$,,2 baños|72 m² útiles,https://www.portalinmobiliario.com/MLC-1537206225-oficina-huerfanos-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:39.756161
MLC-2594362274,,UF 21.500,21500.0,UF,,4 baños|900 m² útiles,https://www.portalinmobiliario.com/MLC-2594362274-oficina-en-venta-en-santiago-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:40.009022
MLC-1528278715,,$ 627.000.000,627000000.0,$,,3 baños|409 m² útiles,https://www.portalinmobiliario.com/MLC-1528278715-oportunidad-de-inversion-en-santiago-centro-amplio-terreno-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:40.252873
MLC-2712166338,,$ 58.000.000,58000000.0,$,,1 baño|48 m² útiles,https://www.portalinmobiliario.com/MLC-2712166338-oficina-en-venta-en-santiago-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:40.495353
MLC-2591500150,,UF 2.164,2164.0,UF,"Paseo Ahumada 370, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1 baño|46 m² útiles,https://www.portalinmobiliario.com/MLC-2591500150-oficina-en-venta-con-mejor-ubicacion-en-santiago-centro-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:40.814604
MLC-2737458552,,UF 13.400,13400.0,UF,,10 dormitorios|3 baños|222 m² útiles,https://www.portalinmobiliario.com/MLC-2737458552-vendo-centrica-oficina-planta-para-multiples-usos-10-privad-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:41.099389
MLC-1528278713,,UF 17.392,17392.0,UF,,3 baños|409 m² útiles,https://www.portalinmobiliario.com/MLC-1528278713-oportunidad-de-inversion-en-santiago-centro-amplio-terreno-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:41.365000
MLC-1529543793,,UF 8.200,8200.0,UF,,3 baños|200 m² útiles,https://www.portalinmobiliario.com/MLC-1529543793-propiedad-comercial-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:41.645865
MLC-1469652913,,UF 17.000,17000.0,UF,,3 baños|559 m² útiles,https://www.portalinmobiliario.com/MLC-1469652913-oficina-en-venta-en-santiago-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:41.911233
